id,year,occ_id,occ_title,level,employment,emp_prse,hourly_mean,annual_mean,hourly_pct10,hourly_pct25,hourly_median,hourly_pct75,hourly_pct90,annual_pct10,annual_pct25,annual_median,annual_pct75,annual_pct90
6977,2019,Nov-21,Human Resources Managers,detailed,"154,800",0.7,62.29,"129,570",32.84,42.38,56.11,75.27,98.9,"68,300","88,150","116,720","156,560","205,720"
6978,2019,Nov-30,Training and Development Managers,broad,"38,510",1.2,59.36,"123,470",31.12,40.73,54.5,73.24,94.27,"64,720","84,720","113,350","152,340","196,070"
6979,2019,Nov-31,Training and Development Managers,detailed,"38,510",1.2,59.36,"123,470",31.12,40.73,54.5,73.24,94.27,"64,720","84,720","113,350","152,340","196,070"
6980,2019,Nov-00,Other Management Occupations,minor,"2,628,970",0.3,49.31,"102,560",21.43,30.17,43.9,61.69,82.13,"44,560","62,760","91,300","128,310","170,820"
6981,2019,Nov-10,"Farmers, Ranchers, and Other Agricultural Managers",broad,"5,060",5.1,38.63,"80,360",18.04,25.9,34.21,47.72,63.83,"37,530","53,870","71,160","99,260","132,760"
6982,2019,Nov-13,"Farmers, Ranchers, and Other Agricultural Managers",detailed,"5,060",5.1,38.63,"80,360",18.04,25.9,34.21,47.72,63.83,"37,530","53,870","71,160","99,260","132,760"
6983,2019,Nov-20,Construction Managers,broad,"293,380",0.9,50.48,"105,000",26.99,34.57,45.8,60.6,79.23,"56,140","71,900","95,260","126,040","164,790"
6984,2019,Nov-21,Construction Managers,detailed,"293,380",0.9,50.48,"105,000",26.99,34.57,45.8,60.6,79.23,"56,140","71,900","95,260","126,040","164,790"
6985,2019,Nov-30,Education and Childcare Administrators,broad,"512,820",0.6,47.25,"98,270",23.87,32.62,43.81,57.98,74.77,"49,650","67,850","91,130","120,600","155,510"
6986,2019,Nov-31,"Education and Childcare Administrators, Preschool and Daycare",detailed,"52,360",1.7,25.81,"53,690",14.83,17.99,23.18,29.85,39.71,"30,850","37,420","48,210","62,090","82,590"
6987,2019,Nov-32,"Education Administrators, Kindergarten through Secondary",detailed,"271,020",0.8,*,"100,340",*,*,*,*,*,"63,070","76,650","96,400","121,500","148,630"
6988,2019,Nov-33,"Education Administrators, Postsecondary",detailed,"144,880",1.1,54.04,"112,400",26.59,33.89,45.87,64.94,93.31,"55,320","70,490","95,410","135,070","194,090"
6989,2019,Nov-39,"Education Administrators, All Other",detailed,"44,550",2.2,44.3,"92,150",22.17,29.46,41.08,55.76,70.28,"46,110","61,280","85,450","115,990","146,190"
6990,2019,Nov-40,Architectural and Engineering Managers,broad,"194,250",1,73.52,"152,930",44.48,55.61,69.63,86.16,#,"92,510","115,670","144,830","179,220",#
6991,2019,Nov-41,Architectural and Engineering Managers,detailed,"194,250",1,73.52,"152,930",44.48,55.61,69.63,86.16,#,"92,510","115,670","144,830","179,220",#
6992,2019,Nov-50,Food Service Managers,broad,"235,470",1.2,28.76,"59,820",15.97,20.32,26.6,34.27,44.73,"33,210","42,260","55,320","71,270","93,040"
6993,2019,Nov-51,Food Service Managers,detailed,"235,470",1.2,28.76,"59,820",15.97,20.32,26.6,34.27,44.73,"33,210","42,260","55,320","71,270","93,040"
6994,2019,Nov-71,Gambling Managers,detailed,"4,450",3.5,40.72,"84,700",22.67,28.29,36.04,47,65.7,"47,160","58,840","74,970","97,770","136,650"
6995,2019,Nov-80,Lodging Managers,broad,"38,340",2.4,30.56,"63,570",15.09,19.24,26.17,36.12,50.83,"31,380","40,010","54,430","75,130","105,720"
6996,2019,Nov-81,Lodging Managers,detailed,"38,340",2.4,30.56,"63,570",15.09,19.24,26.17,36.12,50.83,"31,380","40,010","54,430","75,130","105,720"
6997,2019,Nov-10,Medical and Health Services Managers,broad,"394,910",0.6,55.37,"115,160",28.28,36.91,48.55,64.19,90.86,"58,820","76,770","100,980","133,520","189,000"
6998,2019,Nov-11,Medical and Health Services Managers,detailed,"394,910",0.6,55.37,"115,160",28.28,36.91,48.55,64.19,90.86,"58,820","76,770","100,980","133,520","189,000"
6999,2019,Nov-20,Natural Sciences Managers,broad,"67,720",4.8,69.93,"145,450",31.76,45.65,62.07,84.86,#,"66,050","94,940","129,100","176,510",#
7000,2019,Nov-21,Natural Sciences Managers,detailed,"67,720",4.8,69.93,"145,450",31.76,45.65,62.07,84.86,#,"66,050","94,940","129,100","176,510",#
7001,2019,Nov-30,Postmasters and Mail Superintendents,broad,"13,850",0.4,37.6,"78,220",31.43,33.73,36.97,41.49,45.62,"65,370","70,160","76,900","86,300","94,880"
7002,2019,Nov-31,Postmasters and Mail Superintendents,detailed,"13,850",0.4,37.6,"78,220",31.43,33.73,36.97,41.49,45.62,"65,370","70,160","76,900","86,300","94,880"
7003,2019,Nov-40,"Property, Real Estate, and Community Association Managers",broad,"220,750",1.3,34.48,"71,720",14.92,20.02,28.25,40.59,62.1,"31,030","41,630","58,760","84,430","129,160"
7004,2019,Nov-41,"Property, Real Estate, and Community Association Managers",detailed,"220,750",1.3,34.48,"71,720",14.92,20.02,28.25,40.59,62.1,"31,030","41,630","58,760","84,430","129,160"
7005,2019,Nov-50,Social and Community Service Managers,broad,"156,460",1.5,35.05,"72,900",19.82,25.23,32.28,42.39,54.08,"41,220","52,480","67,150","88,180","112,480"
7006,2019,Nov-51,Social and Community Service Managers,detailed,"156,460",1.5,35.05,"72,900",19.82,25.23,32.28,42.39,54.08,"41,220","52,480","67,150","88,180","112,480"
7007,2019,Nov-60,Emergency Management Directors,broad,"10,060",1.4,39.68,"82,530",19.44,25.99,35.86,49.68,67.9,"40,430","54,050","74,590","103,330","141,230"
7008,2019,Nov-61,Emergency Management Directors,detailed,"10,060",1.4,39.68,"82,530",19.44,25.99,35.86,49.68,67.9,"40,430","54,050","74,590","103,330","141,230"
7009,2019,Nov-71,Funeral Home Managers,detailed,"9,400",3.3,45.78,"95,220",21.21,27.42,36.71,53.52,77.82,"44,120","57,020","76,350","111,310","161,870"
7010,2019,Nov-98,"Personal Service Managers, All Other; Entertainment and Recreation Managers, Except Gambling; and Managers, All Other",detailed,"472,060",0.5,57.07,"118,710",25.67,37.07,53.19,70.99,91.99,"53,380","77,100","110,630","147,660","191,340"
7011,2019,13-0000,Business and Financial Operations Occupations,major,"8,183,750",0.2,37.56,"78,130",18.76,25.06,33.57,45.61,60.6,"39,020","52,130","69,820","94,870","126,040"
7012,2019,13-1000,Business Operations Specialists,minor,"5,427,140",0.3,36.31,"75,530",18.32,24.56,33.04,44.73,58.57,"38,090","51,090","68,730","93,030","121,830"
7013,2019,13-1010,"Agents and Business Managers of Artists, Performers, and Athletes",broad,"17,060",12.4,46.72,"97,170",17.93,24.32,35.45,57.9,91.07,"37,300","50,590","73,740","120,430","189,420"
7014,2019,13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",detailed,"17,060",12.4,46.72,"97,170",17.93,24.32,35.45,57.9,91.07,"37,300","50,590","73,740","120,430","189,420"
7015,2019,13-1020,Buyers and Purchasing Agents,detailed,"421,280",0.7,33.5,"69,680",18.38,23.69,30.95,40.69,51.69,"38,230","49,280","64,380","84,630","107,510"
7016,2019,13-1020,Buyers and Purchasing Agents,broad,"421,280",0.7,33.5,"69,680",18.38,23.69,30.95,40.69,51.69,"38,230","49,280","64,380","84,630","107,510"
7017,2019,13-1030,"Claims Adjusters, Appraisers, Examiners, and Investigators",broad,"301,710",1.4,33.09,"68,820",19.84,24.61,31.99,39.76,48.16,"41,260","51,190","66,540","82,700","100,170"
7018,2019,13-1031,"Claims Adjusters, Examiners, and Investigators",detailed,"287,960",1.4,33.15,"68,940",19.76,24.53,32.11,39.93,48.27,"41,100","51,030","66,790","83,050","100,400"
7019,2019,13-1032,"Insurance Appraisers, Auto Damage",detailed,"13,750",5.5,31.85,"66,240",21.36,25.69,30.42,37.41,45.06,"44,430","53,430","63,270","77,810","93,720"
7020,2019,13-1040,Compliance Officers,broad,"317,600",0.6,35.03,"72,850",18.71,24.54,33.2,43.88,52.86,"38,920","51,050","69,050","91,260","109,950"
7021,2019,13-1041,Compliance Officers,detailed,"317,600",0.6,35.03,"72,850",18.71,24.54,33.2,43.88,52.86,"38,920","51,050","69,050","91,260","109,950"
7022,2019,13-1050,Cost Estimators,broad,"210,000",0.9,34.31,"71,350",18.93,24.66,31.37,41.38,53.53,"39,380","51,300","65,250","86,080","111,350"
7023,2019,13-1051,Cost Estimators,detailed,"210,000",0.9,34.31,"71,350",18.93,24.66,31.37,41.38,53.53,"39,380","51,300","65,250","86,080","111,350"
7024,2019,13-1070,Human Resources Workers,broad,"708,780",0.5,32.79,"68,200",17.36,22.75,30.02,39.73,51.9,"36,120","47,320","62,440","82,650","107,950"
7025,2019,13-1071,Human Resources Specialists,detailed,"633,040",0.5,32.58,"67,760",17.88,22.81,29.77,39.15,50.93,"37,180","47,450","61,920","81,430","105,930"
7026,2019,13-1074,Farm Labor Contractors,detailed,160,10.8,29.84,"62,060",16.3,18.58,29.77,39.1,46.15,"33,900","38,640","61,910","81,330","95,990"
7027,2019,13-1075,Labor Relations Specialists,detailed,"75,580",1.9,34.55,"71,870",9.24,21.59,33.18,45.55,59.8,"19,230","44,920","69,020","94,740","124,380"
7028,2019,13-1081,Logisticians,detailed,"182,050",1,37.83,"78,680",21.16,27.44,35.94,46.27,57.88,"44,020","57,080","74,750","96,240","120,400"
7029,2019,13-1110,Management Analysts,broad,"709,750",0.7,45.94,"95,560",23.9,30.8,40.99,54.7,74.19,"49,700","64,060","85,260","113,770","154,310"
7030,2019,13-1111,Management Analysts,detailed,"709,750",0.7,45.94,"95,560",23.9,30.8,40.99,54.7,74.19,"49,700","64,060","85,260","113,770","154,310"
7031,2019,13-1120,"Meeting, Convention, and Event Planners",broad,"117,610",1.6,26.39,"54,880",13.75,18.1,24.33,31.67,41.53,"28,590","37,640","50,600","65,860","86,390"
7032,2019,13-1121,"Meeting, Convention, and Event Planners",detailed,"117,610",1.6,26.39,"54,880",13.75,18.1,24.33,31.67,41.53,"28,590","37,640","50,600","65,860","86,390"
7033,2019,13-1130,Fundraisers,broad,"81,660",1.5,30.21,"62,830",16.12,21.13,27.87,36.84,48.27,"33,530","43,940","57,970","76,620","100,410"
7034,2019,13-1131,Fundraisers,detailed,"81,660",1.5,30.21,"62,830",16.12,21.13,27.87,36.84,48.27,"33,530","43,940","57,970","76,620","100,410"
7035,2019,13-1140,"Compensation, Benefits, and Job Analysis Specialists",broad,"89,300",1.8,33.58,"69,840",19.3,24.04,31.04,39.86,50.77,"40,140","50,000","64,560","82,920","105,600"
7036,2019,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,"89,300",1.8,33.58,"69,840",19.3,24.04,31.04,39.86,50.77,"40,140","50,000","64,560","82,920","105,600"
7037,2019,13-1150,Training and Development Specialists,broad,"312,450",0.7,31.56,"65,640",15.71,21.48,29.43,39.08,50.1,"32,680","44,680","61,210","81,290","104,200"
7038,2019,13-1151,Training and Development Specialists,detailed,"312,450",0.7,31.56,"65,640",15.71,21.48,29.43,39.08,50.1,"32,680","44,680","61,210","81,290","104,200"
7039,2019,13-1160,Market Research Analysts and Marketing Specialists,broad,"678,500",0.7,34.41,"71,570",16.51,22.5,30.67,43.07,58.96,"34,350","46,800","63,790","89,580","122,630"
7040,2019,13-1161,Market Research Analysts and Marketing Specialists,detailed,"678,500",0.7,34.41,"71,570",16.51,22.5,30.67,43.07,58.96,"34,350","46,800","63,790","89,580","122,630"
7041,2019,13-1198,"Project Management Specialists and Business Operations Specialists, All Other",detailed,"1,279,390",0.5,38.57,"80,220",19.2,26.02,35.37,47.67,61.74,"39,930","54,110","73,570","99,150","128,420"
7042,2019,13-2000,Financial Specialists,minor,"2,756,610",0.4,40.03,"83,260",19.71,25.96,34.59,47.29,65.26,"40,990","53,990","71,950","98,360","135,740"
7043,2019,13-2010,Accountants and Auditors,broad,"1,280,700",0.6,38.23,"79,520",21.39,26.88,34.4,45.36,59.83,"44,480","55,900","71,550","94,340","124,450"
7044,2019,13-2011,Accountants and Auditors,detailed,"1,280,700",0.6,38.23,"79,520",21.39,26.88,34.4,45.36,59.83,"44,480","55,900","71,550","94,340","124,450"
7045,2019,13-2020,Property Appraisers and Assessors,detailed,"56,320",2.7,30.58,"63,610",14.98,20.18,27.41,37.82,50.26,"31,160","41,980","57,010","78,670","104,540"
7046,2019,13-2020,Property Appraisers and Assessors,broad,"56,320",2.7,30.58,"63,610",14.98,20.18,27.41,37.82,50.26,"31,160","41,980","57,010","78,670","104,540"
7047,2019,13-2030,Budget Analysts,broad,"51,460",1,38.61,"80,300",24.15,29.35,36.8,46.53,56.02,"50,230","61,040","76,540","96,780","116,510"
7048,2019,13-2031,Budget Analysts,detailed,"51,460",1,38.61,"80,300",24.15,29.35,36.8,46.53,56.02,"50,230","61,040","76,540","96,780","116,510"
7049,2019,13-2040,Credit Analysts,broad,"73,930",2.2,40.83,"84,930",20.88,26.6,35.41,48.97,70.11,"43,430","55,320","73,650","101,860","145,840"
7050,2019,13-2041,Credit Analysts,detailed,"73,930",2.2,40.83,"84,930",20.88,26.6,35.41,48.97,70.11,"43,430","55,320","73,650","101,860","145,840"
7051,2019,13-2052,Personal Financial Advisors,detailed,"210,190",1.5,57.35,"119,290",20.65,27.78,42.24,74.27,#,"42,950","57,780","87,850","154,480",#
7052,2019,13-2053,Insurance Underwriters,detailed,"100,050",2.3,37.33,"77,640",20.37,25.72,33.67,45.38,59.77,"42,360","53,510","70,020","94,390","124,320"
7053,2019,13-2060,Financial Examiners,broad,"64,550",2.3,44.39,"92,330",20.91,28.3,38.99,54.82,76.06,"43,500","58,860","81,090","114,030","158,200"
7054,2019,13-2061,Financial Examiners,detailed,"64,550",2.3,44.39,"92,330",20.91,28.3,38.99,54.82,76.06,"43,500","58,860","81,090","114,030","158,200"
7055,2019,13-2070,Credit Counselors and Loan Officers,broad,"340,480",1.1,35.46,"73,750",15.59,20.9,29.37,42.99,62.02,"32,420","43,470","61,090","89,420","129,000"
7056,2019,13-2071,Credit Counselors,detailed,"32,110",2.8,24.15,"50,230",15.23,17.91,22.09,28.11,36.9,"31,670","37,250","45,950","58,470","76,740"
7057,2019,13-2072,Loan Officers,detailed,"308,370",1.2,36.64,"76,200",15.65,21.56,30.42,44.69,63.79,"32,560","44,840","63,270","92,960","132,680"
7058,2019,13-2080,"Tax Examiners, Collectors and Preparers, and Revenue Agents",broad,"120,430",1.6,26.27,"54,640",11.72,16.33,23.84,33.46,45.81,"24,380","33,970","49,590","69,600","95,280"
7059,2019,13-2081,"Tax Examiners and Collectors, and Revenue Agents",detailed,"53,760",0.5,29.31,"60,960",15.91,20.05,26.39,36.95,48.93,"33,090","41,700","54,890","76,850","101,780"
7060,2019,13-2082,Tax Preparers,detailed,"66,670",2.8,23.82,"49,550",10.46,13.68,20.71,30.32,41.86,"21,750","28,450","43,080","63,070","87,060"
7061,2019,13-2098,"Financial and Investment Analysts, Financial Risk Specialists, and Financial Specialists, All Other",detailed,"458,510",0.9,45.27,"94,160",22.71,29.74,39.22,52.56,75.07,"47,230","61,850","81,590","109,330","156,150"
7062,2019,15-0000,Computer and Mathematical Occupations,major,"4,552,880",0.4,45.08,"93,760",21.79,30.22,42.47,57.47,73.08,"45,320","62,850","88,340","119,550","152,010"
7063,2019,15-1200,Computer Occupations,minor,"4,358,410",0.4,45.01,"93,620",21.67,30.12,42.43,57.46,73.07,"45,070","62,650","88,240","119,520","151,980"
7064,2019,15-1210,Computer and Information Analysts,broad,"714,640",0.9,46.91,"97,570",26.71,34.03,44.4,57.41,72.39,"55,560","70,780","92,360","119,420","150,570"
7065,2019,15-1211,Computer Systems Analysts,detailed,"589,060",1,46.23,"96,160",26.53,33.65,43.71,56.31,71,"55,180","70,000","90,920","117,120","147,670"
7066,2019,15-1212,Information Security Analysts,detailed,"125,570",1.8,50.1,"104,210",27.79,36.27,47.95,61.85,76.37,"57,810","75,450","99,730","128,640","158,860"
7067,2019,15-1220,Computer and Information Research Scientists,broad,"30,780",3.6,61.28,"127,460",33.65,44.85,59.06,74.05,91.24,"69,990","93,290","122,840","154,020","189,780"
7068,2019,15-1221,Computer and Information Research Scientists,detailed,"30,780",3.6,61.28,"127,460",33.65,44.85,59.06,74.05,91.24,"69,990","93,290","122,840","154,020","189,780"
7069,2019,15-1230,Computer Support Specialists,broad,"832,750",0.7,28.51,"59,290",15.97,20.14,26.33,34.76,45.51,"33,220","41,880","54,760","72,300","94,660"
7070,2019,15-1231,Computer Network Support Specialists,detailed,"185,430",1.3,33.1,"68,860",18.75,23.63,30.51,40.01,51.17,"38,990","49,160","63,460","83,230","106,420"
7071,2019,15-1232,Computer User Support Specialists,detailed,"647,330",0.8,27.19,"56,550",15.54,19.39,25.13,32.72,42.53,"32,330","40,340","52,270","68,060","88,470"
7072,2019,15-1240,Database and Network Administrators and Architects,broad,"632,330",0.6,46.33,"96,380",25.88,33.19,43.94,57.66,72.31,"53,840","69,030","91,390","119,920","150,400"
7073,2019,15-1241,Computer Network Architects,detailed,"152,420",1.5,55.34,"115,110",31.14,41.01,54.18,68.56,80.96,"64,770","85,290","112,690","142,610","168,390"
7074,2019,15-1244,Network and Computer Systems Administrators,detailed,"354,450",0.8,42.51,"88,410",25.18,31.47,40.15,51.11,63.71,"52,370","65,460","83,510","106,310","132,520"
7075,2019,15-1245,Database Administrators and Architects,detailed,"125,460",1.1,46.21,"96,110",24.91,32.86,45.07,58.12,71.18,"51,800","68,340","93,750","120,880","148,060"
7076,2019,15-1250,"Software and Web Developers, Programmers, and Testers",broad,"1,754,750",0.7,51.44,"106,980",27.78,36.89,49.2,63.34,78.06,"57,790","76,730","102,330","131,750","162,360"
7077,2019,15-1251,Computer Programmers,detailed,"199,540",1.6,44.53,"92,610",24.11,31.62,41.61,53.91,67.43,"50,150","65,760","86,550","112,120","140,250"
7078,2019,15-1256,Software Developers and Software Quality Assurance Analysts and Testers,detailed,"1,406,870",0.8,53.66,"111,620",30.88,39.63,51.69,65.54,79.13,"64,240","82,430","107,510","136,320","164,590"
7079,2019,15-1257,Web Developers and Digital Interface Designers,detailed,"148,340",1.4,39.6,"82,370",19.01,25.73,35.46,49.47,68.31,"39,550","53,520","73,760","102,900","142,080"
7080,2019,15-1290,Miscellaneous Computer Occupations,broad,"393,160",0.9,44.43,"92,410",21.05,30.1,42.57,56.38,70.4,"43,780","62,620","88,550","117,260","146,440"
7081,2019,15-1299,"Computer Occupations, All Other",detailed,"393,160",0.9,44.43,"92,410",21.05,30.1,42.57,56.38,70.4,"43,780","62,620","88,550","117,260","146,440"
7082,2019,15-2000,Mathematical Science Occupations,minor,"194,460",1.3,46.59,"96,900",24.76,32.23,43.47,57.67,73.47,"51,500","67,030","90,410","119,960","152,820"
7083,2019,15-2010,Actuaries,broad,"22,260",3.8,58.16,"120,970",31.18,39.04,52.09,71.5,93.08,"64,860","81,210","108,350","148,720","193,600"
7084,2019,15-2011,Actuaries,detailed,"22,260",3.8,58.16,"120,970",31.18,39.04,52.09,71.5,93.08,"64,860","81,210","108,350","148,720","193,600"
7085,2019,15-2020,Mathematicians,broad,"2,630",7.6,51.57,"107,280",27.94,36.62,50.5,61.47,77.92,"58,100","76,170","105,030","127,860","162,060"
7086,2019,15-2021,Mathematicians,detailed,"2,630",7.6,51.57,"107,280",27.94,36.62,50.5,61.47,77.92,"58,100","76,170","105,030","127,860","162,060"
7087,2019,15-2030,Operations Research Analysts,broad,"99,680",1.8,43.56,"90,600",23.4,30.18,40.78,54.17,67.69,"48,670","62,780","84,810","112,680","140,790"
7088,2019,15-2031,Operations Research Analysts,detailed,"99,680",1.8,43.56,"90,600",23.4,30.18,40.78,54.17,67.69,"48,670","62,780","84,810","112,680","140,790"
7089,2019,15-2040,Statisticians,broad,"39,090",2.2,46,"95,680",25.33,32.92,43.83,57.11,70.56,"52,690","68,480","91,160","118,790","146,770"
7090,2019,15-2041,Statisticians,detailed,"39,090",2.2,46,"95,680",25.33,32.92,43.83,57.11,70.56,"52,690","68,480","91,160","118,790","146,770"
7091,2019,15-2098,"Data Scientists and Mathematical Science Occupations, All Other",detailed,"30,810",3.1,48.35,"100,560",25.34,33.7,45.33,60.16,75.99,"52,720","70,090","94,280","125,140","158,060"
7092,2019,17-0000,Architecture and Engineering Occupations,major,"2,592,680",0.5,42.69,"88,800",21.77,29.28,39.15,52.87,68.56,"45,280","60,910","81,440","109,970","142,610"
7093,2019,17-1000,"Architects, Surveyors, and Cartographers",minor,"182,650",1.2,39.06,"81,250",20.54,27.14,35.83,47.11,60.69,"42,720","56,460","74,520","97,990","126,230"
7094,2019,17-1010,"Architects, Except Naval",broad,"126,130",1.5,41.85,"87,060",22.66,29.23,37.93,49.51,63.8,"47,130","60,800","78,890","102,980","132,700"
7095,2019,17-1011,"Architects, Except Landscape and Naval",detailed,"105,850",1.8,43.06,"89,560",23.41,30.1,38.82,50.77,66.16,"48,700","62,600","80,750","105,600","137,620"
7096,2019,17-1012,Landscape Architects,detailed,"20,280",4.5,35.56,"73,970",20.35,26.25,33.35,43.31,53.98,"42,320","54,600","69,360","90,090","112,290"
7097,2019,17-1020,"Surveyors, Cartographers, and Photogrammetrists",broad,"56,520",1.6,32.84,"68,300",17.85,23.42,30.71,40.54,50.22,"37,130","48,720","63,880","84,320","104,460"
7098,2019,17-1021,Cartographers and Photogrammetrists,detailed,"11,300",2.6,33.55,"69,790",20.03,25.17,31.47,40.89,49.7,"41,670","52,340","65,470","85,050","103,380"
7099,2019,17-1022,Surveyors,detailed,"45,220",1.9,32.66,"67,920",17.36,22.96,30.49,40.44,50.41,"36,110","47,750","63,420","84,120","104,850"
7100,2019,17-2000,Engineers,minor,"1,730,720",0.6,48.45,"100,770",27.98,35.07,45.43,58.86,74.46,"58,210","72,940","94,500","122,420","154,870"
7101,2019,17-2010,Aerospace Engineers,broad,"63,200",3.4,57.32,"119,220",34.83,43.86,56.01,69.97,80.11,"72,450","91,240","116,500","145,530","166,620"
7102,2019,17-2011,Aerospace Engineers,detailed,"63,200",3.4,57.32,"119,220",34.83,43.86,56.01,69.97,80.11,"72,450","91,240","116,500","145,530","166,620"
